question_id,mode,prompt,choice_a,choice_b,choice_c,choice_d,answer,explanation,wrong_choice_notes,tags,difficulty,choice_a_color_name,choice_a_color_hex,choice_a_pccs,choice_a_munsell,choice_a_color_source,choice_b_color_name,choice_b_color_hex,choice_b_pccs,choice_b_munsell,choice_b_color_source,choice_c_color_name,choice_c_color_hex,choice_c_pccs,choice_c_munsell,choice_c_color_source,choice_d_color_name,choice_d_color_hex,choice_d_pccs,choice_d_munsell,choice_d_color_source,answer_color_name,answer_color_hex,answer_pccs,answer_munsell,answer_color_source,show_color_after_answer,color_data_status
kanyou_037,animal_to_name,宝飾用としても知られる海産動物にちなむ、明るい赤系の和色名を選びなさい。,さんご色,鴇色,海老茶,紅海老茶,さんご色,さんご色は珊瑚のような明るい赤に由来します。,鴇色はトキの羽。海老茶と紅海老茶はエビの殻を思わせる赤茶。,和色名|動物由来|赤系,1,さんご色,#FF87A0,,2.5R 7/11,和色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,海老茶,#6D3D33,,8R 3/4.5,和色名,紅海老茶,#703B32,,7.5R 3/5,和色名,さんご色,#FF87A0,,2.5R 7/11,和色名,TRUE,complete
kanyou_038,animal_to_name,伊勢海老の殻を思わせる、渋い赤茶色の和色名を選びなさい。,海老茶,紅海老茶,小豆（あずき）色,とび色,海老茶,海老茶は伊勢海老の殻のような渋い赤茶色に由来します。,紅海老茶はより紅みの強い近似名。小豆色は小豆。とび色は鳶の羽。,和色名|動物由来|赤系|茶系,2,海老茶,#6D3D33,,8R 3/4.5,和色名,紅海老茶,#703B32,,7.5R 3/5,和色名,小豆（あずき）色,#946259,,8R 4.5/4.5,和色名,とび色,#7D483E,,7.5R 3.5/5,和色名,海老茶,#6D3D33,,8R 3/4.5,和色名,TRUE,complete
kanyou_039,animal_to_name,飛ぶ鳥の風切羽根に見られる淡い紅色にちなむ和色名を選びなさい。,鴇色,紅梅（こうばい）色,桜色,桃色,鴇色,鴇色は朱鷺の風切羽根に見られる明るい紅色に由来します。,紅梅色は梅の花。桜色は桜の花。桃色は桃の花。,和色名|動物由来|赤系,2,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,桃色,#E38698,,2.5R 6.5/8,和色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,TRUE,complete
kanyou_040,animal_to_name,孔雀の羽の色を思わせる青緑系の外来色名を選びなさい。,ピーコックグリーン,マラカイトグリーン,ナイルブルー,ターコイズブルー,ピーコックグリーン,ピーコックグリーンは孔雀の羽にちなむ緑系の外来色名です。,マラカイトグリーンは孔雀石。ナイルブルーはナイル川。ターコイズブルーはトルコ石系の青。,外来色名|動物由来|緑系|青緑系,2,ピーコックグリーン,#007F91,,7.5BG 4.5/9,外来色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,ナイルブルー,#5190A4,,10BG 5.5/5,外来色名,ターコイズブルー,#399ECC,b16,5B 6/8,外来色名,ピーコックグリーン,#007F91,,7.5BG 4.5/9,外来色名,TRUE,complete
kanyou_041,flower_to_name,晩春に咲く大輪の花にちなみ、富貴・吉祥の印象をもつ鮮やかな赤紫の和色名を選びなさい。,牡丹（ぼたん）色,つつじ色,ばら色,赤紫,牡丹（ぼたん）色,牡丹色は牡丹の花のような鮮やかな赤紫にちなむ色名です。,つつじ色はツツジの紅色。ばら色は薔薇の紅色。赤紫は基本的な中間色名。,和色名|紫系|花由来|赤紫|重点,2,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,ばら色,#D34778,,1R 5/13,和色名,赤紫,#C54EA0,,5RP 5.5/13,和色名,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,TRUE,complete
kanyou_042,flower_to_name,春の庭園に多く見られる低木の花にちなむ、鮮やかな紅紫の和色名を選びなさい。,つつじ色,牡丹（ぼたん）色,紅梅（こうばい）色,ばら色,つつじ色,つつじ色はツツジの花の鮮やかな紅色・紅紫にちなみます。,牡丹色は牡丹。紅梅色は紅梅。ばら色は薔薇。,和色名|花由来|赤紫|重点,2,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,ばら色,#D34778,,1R 5/13,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,TRUE,complete
kanyou_043,flower_to_name,春から秋にかけて観賞され、精油や香料にも関係する花のような華やかな紅色を選びなさい。,ばら色,ローズ,ローズピンク,オールドローズ,ばら色,ばら色は薔薇の花のような華やかな紅色に由来する和色名です。,ローズ、ローズピンク、オールドローズはいずれも外来色名で、設問は和色名を問うています。,和色名|花由来|赤系,2,ばら色,#D34778,,1R 5/13,和色名,ローズ,#D94177,,1R 5/14,外来色名,ローズピンク,#EF93B6,lt24,10RP 7/8,外来色名,オールドローズ,#C97F96,sf2,1R 6/6.5,外来色名,ばら色,#D34778,,1R 5/13,和色名,TRUE,complete
kanyou_044,flower_to_name,早春に咲く花木の紅色の花にちなむ、柔らかな紅色を選びなさい。,紅梅（こうばい）色,桜色,桃色,つつじ色,紅梅（こうばい）色,紅梅色は紅色の梅の花にちなむ柔らかな紅色です。,桜色は桜。桃色は桃の花。つつじ色はツツジの花。,和色名|花由来|赤系,1,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,桃色,#E38698,,2.5R 6.5/8,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,TRUE,complete
kanyou_045,flower_to_name,春の代表的な花をテーマに、ごく淡い紅色を表す和色名を選びなさい。,桜色,桃色,紅梅（こうばい）色,鴇色,桜色,桜色は桜の花のような淡紅色に由来します。,桃色は桃の花。紅梅色は梅。鴇色は朱鷺の羽。,和色名|花由来|赤系,1,桜色,#FFDBED,P24,10RP 9/2.5,和色名,桃色,#E38698,,2.5R 6.5/8,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,TRUE,complete
kanyou_046,plant_to_name,秋に熟す果実の実の色にちなむ、鮮やかな黄橙系の和色名を選びなさい。,柿色,蜜柑色,杏色,橙色,柿色,柿色は熟した柿の実のような黄橙色に由来します。,蜜柑色は温州みかんの果皮。杏色は杏の実。橙色はダイダイの果皮。,和色名|植物由来|黄赤系,1,柿色,#E06030,,10R 5.5/12,和色名,蜜柑色,#FA8000,,6YR 6.5/13,和色名,杏色,#DDA273,,6YR 7/6,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,柿色,#E06030,,10R 5.5/12,和色名,TRUE,complete
kanyou_047,plant_to_name,正月飾りにも用いられ、「代々」に通じる果実の皮の色に由来する和色名を選びなさい。,橙色,蜜柑色,こうじ色,柿色,橙色,橙色はミカン科の果実・橙の皮の色に由来します。,蜜柑色は温州みかん。こうじ色は柑子。柿色は柿の実。,和色名|植物由来|黄赤系,2,橙色,#FD7E00,,5YR 6.5/13,和色名,蜜柑色,#FA8000,,6YR 6.5/13,和色名,こうじ色,#FFA75E,b6,5.5YR 7.5/9,和色名,柿色,#E06030,,10R 5.5/12,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,TRUE,complete
kanyou_048,plant_to_name,春先に木々が芽吹く時期の強い黄緑を表す和色名を選びなさい。,萌黄（もえぎ）,若草色,若葉色,ひわ色,萌黄（もえぎ）,萌黄は春に木々が萌え出す時期の強い黄緑色に由来します。,若草色は芽吹いた草。若葉色は初夏の若葉。ひわ色は小鳥の羽。,和色名|植物由来|黄緑系|重点,2,萌黄（もえぎ）,#96AA3D,,4GY 6.5/9,和色名,若草色,#A9B735,,3GY 7/10,和色名,若葉色,#AFC297,,7GY 7.5/4.5,和色名,ひわ色,#C2C05C,,1GY 7.5/8,和色名,萌黄（もえぎ）,#96AA3D,,4GY 6.5/9,和色名,TRUE,complete
kanyou_049,plant_to_name,初夏の新緑のような柔らかな黄緑を表す和色名を選びなさい。,若葉色,若草色,萌黄（もえぎ）,抹茶色,若葉色,若葉色は初夏の若葉のような柔らかな黄緑に由来します。,若草色は芽吹いた草。萌黄は木々の萌え出る強い黄緑。抹茶色は抹茶の粉。,和色名|植物由来|黄緑系,2,若葉色,#AFC297,,7GY 7.5/4.5,和色名,若草色,#A9B735,,3GY 7/10,和色名,萌黄（もえぎ）,#96AA3D,,4GY 6.5/9,和色名,抹茶色,#BDBF92,,2GY 7.5/4,和色名,若葉色,#AFC297,,7GY 7.5/4.5,和色名,TRUE,complete
kanyou_050,mineral_to_name,淡い緑の岩絵具として、孔雀石を砕いた顔料に由来する和色名を選びなさい。,白緑（びゃくろく）,緑青（ろくしょう）色,青磁色,若竹色,白緑（びゃくろく）,白緑は岩緑青、すなわち孔雀石由来の淡い緑色の岩絵具に通じる色名です。,緑青色は銅の錆。青磁色は青磁釉。若竹色は若竹の幹。,和色名|鉱物|顔料|緑系,3,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,緑青（ろくしょう）色,#5F836D,,4G 5/4,和色名,青磁色,#80AA9F,sf12,7.5G 6.5/4,和色名,若竹色,#49A581,b12,6G 6/7.5,和色名,白緑（びゃくろく）,#CADBCF,,2.5G 8.5/2.5,和色名,TRUE,complete
kanyou_new_001,flower_to_name,A案の配色には、春に咲く小さな野草の花を思わせる、鮮やかな紫を加えたい。最もふさわしいJIS物体色の慣用色名を選びなさい。,菫（すみれ）色,ききょう色,藤色,あやめ色,菫（すみれ）色,正解は菫（すみれ）色。JIS物体色の慣用色名リストでは、菫（スミレ）の花のような鮮やかな紫色にちなむ伝統色。 マンセル値は2.5P 4/11。,ききょう色：桔梗の花のような鮮やかな紫色に由来する色名。 / 藤色：藤の花の淡い紫色に由来する優美な色。 / あやめ色：アヤメ（菖蒲）の花のような明るい赤紫色に由来する色名。,和色名|紫系|花由来|重点|誤答類題,やや難,菫（すみれ）色,#6D52AB,,2.5P 4/11,和色名,ききょう色,#4A49AD,,9PB 3.5/13,和色名,藤色,#A09BD8,,10PB 6.5/6.5,和色名,あやめ色,#C27BC8,,10P 6/10,和色名,菫（すみれ）色,#6D52AB,,2.5P 4/11,和色名,TRUE,complete
kanyou_new_002,flower_to_name,B案には、秋の七草の一つとしても知られる花の、青みの強い鮮やかな紫を加えたい。最もふさわしい慣用色名を選びなさい。,菫（すみれ）色,かきつばた色,しょうぶ色,ききょう色,ききょう色,正解はききょう色。JIS物体色の慣用色名リストでは、桔梗の花のような鮮やかな紫色に由来する色名。 マンセル値は9PB 3.5/13。,菫（すみれ）色：菫（スミレ）の花のような鮮やかな紫色にちなむ伝統色。 / かきつばた色：杜若（カキツバタ）の花の鮮やかな青紫にちなむ色名。 / しょうぶ色：アヤメ科の花ショウブ（菖蒲）の鮮やかな青紫に由来。,和色名|紫系|花由来|重点|誤答類題,やや難,菫（すみれ）色,#6D52AB,,2.5P 4/11,和色名,かきつばた色,#4C5DAB,V19,7PB 4/10,和色名,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,ききょう色,#4A49AD,,9PB 3.5/13,和色名,ききょう色,#4A49AD,,9PB 3.5/13,和色名,TRUE,complete
kanyou_new_003,flower_to_name,湿地に群生するアヤメ科植物の花にちなむ、鮮やかな青紫の色名を選びなさい。,しょうぶ色,藤色,かきつばた色,あやめ色,かきつばた色,正解はかきつばた色。JIS物体色の慣用色名リストでは、杜若（カキツバタ）の花の鮮やかな青紫にちなむ色名。 マンセル値は7PB 4/10。 PCCS近似値はV19。,あやめ色：アヤメ（菖蒲）の花のような明るい赤紫色に由来する色名。 / しょうぶ色：アヤメ科の花ショウブ（菖蒲）の鮮やかな青紫に由来。 / 藤色：藤の花の淡い紫色に由来する優美な色。,和色名|紫系|花由来|重点|誤答類題,やや難,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,藤色,#A09BD8,,10PB 6.5/6.5,和色名,かきつばた色,#4C5DAB,V19,7PB 4/10,和色名,あやめ色,#C27BC8,,10P 6/10,和色名,かきつばた色,#4C5DAB,V19,7PB 4/10,和色名,TRUE,complete
kanyou_new_004,flower_to_name,乾いた場所にも生える初夏の花を連想させる、明るい赤紫の色名を選びなさい。,牡丹（ぼたん）色,あやめ色,かきつばた色,しょうぶ色,あやめ色,正解はあやめ色。JIS物体色の慣用色名リストでは、アヤメ（菖蒲）の花のような明るい赤紫色に由来する色名。 マンセル値は10P 6/10。,かきつばた色：杜若（カキツバタ）の花の鮮やかな青紫にちなむ色名。 / しょうぶ色：アヤメ科の花ショウブ（菖蒲）の鮮やかな青紫に由来。 / 牡丹（ぼたん）色：牡丹の花のような鮮やかな赤紫色にちなむ豪華な色。,和色名|紫系|花由来|重点|誤答類題,やや難,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,あやめ色,#C27BC8,,10P 6/10,和色名,かきつばた色,#4C5DAB,V19,7PB 4/10,和色名,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,あやめ色,#C27BC8,,10P 6/10,和色名,TRUE,complete
kanyou_new_005,flower_to_name,初夏に見頃となる湿地性の園芸花の青紫を表す、やや灰みを帯びた紫系の慣用色名を選びなさい。,しょうぶ色,菫（すみれ）色,江戸紫,藤紫,しょうぶ色,正解はしょうぶ色。JIS物体色の慣用色名リストでは、アヤメ科の花ショウブ（菖蒲）の鮮やかな青紫に由来。 マンセル値は2.5P 4/3.5。,菫（すみれ）色：菫（スミレ）の花のような鮮やかな紫色にちなむ伝統色。 / 江戸紫：江戸時代に江戸で紫草を使い染めた紫色に由来するとされ、青みの強い紫)。 / 藤紫：藤色にさらに紫みを加えた色合いで、少し紫がかった藤色。,和色名|紫系|花由来|重点|誤答類題,やや難,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,菫（すみれ）色,#6D52AB,,2.5P 4/11,和色名,江戸紫,#5F4C86,,3P 3.5/7,和色名,藤紫,#948BDB,,0.5P 6/9,和色名,しょうぶ色,#7051AA,,2.5P 4/3.5,和色名,TRUE,complete
kanyou_new_006,flower_to_name,春に垂れ下がる花房のような、淡く優美な紫を加えたい。最もふさわしい和色名を選びなさい。,藤紫,藤納戸,ウィスタリア,藤色,藤色,正解は藤色。JIS物体色の慣用色名リストでは、藤の花の淡い紫色に由来する優美な色。 マンセル値は10PB 6.5/6.5。,藤紫：藤色にさらに紫みを加えた色合いで、少し紫がかった藤色。 / 藤納戸：藤色がかった納戸色（青）で、青みを含む灰紫色を指します。 / ウィスタリア：ウィスタリア＝藤の花の色。,和色名|紫系|花由来|重点,標準,藤紫,#948BDB,,0.5P 6/9,和色名,藤納戸,#6869A8,,9PB 4.5/7.5,和色名,ウィスタリア,#776ED2,,10PB 5/12,外来色名,藤色,#A09BD8,,10PB 6.5/6.5,和色名,藤色,#A09BD8,,10PB 6.5/6.5,和色名,TRUE,complete
kanyou_new_007,flower_to_name,淡い紫よりもさらに紫みを感じさせる色名を選びなさい。,藤納戸,ききょう色,藤紫,藤色,藤紫,正解は藤紫。JIS物体色の慣用色名リストでは、藤色にさらに紫みを加えた色合いで、少し紫がかった藤色 マンセル値は0.5P 6/9。,藤色：藤の花の淡い紫色に由来する優美な色。 / 藤納戸：藤色がかった納戸色（青）で、青みを含む灰紫色を指します。 / ききょう色：桔梗の花のような鮮やかな紫色に由来する色名。,和色名|紫系|花由来|重点,やや難,藤納戸,#6869A8,,9PB 4.5/7.5,和色名,ききょう色,#4A49AD,,9PB 3.5/13,和色名,藤紫,#948BDB,,0.5P 6/9,和色名,藤色,#A09BD8,,10PB 6.5/6.5,和色名,藤紫,#948BDB,,0.5P 6/9,和色名,TRUE,complete
kanyou_new_008,flower_to_name,紫みを帯びた青系の灰色として扱われる、落ち着いた色名を選びなさい。,納戸色,藤納戸,藤紫,鳩羽（はとば）色,藤納戸,正解は藤納戸。JIS物体色の慣用色名リストでは、藤色がかった納戸色（青）で、青みを含む灰紫色を指します マンセル値は9PB 4.5/7.5。,藤紫：藤色にさらに紫みを加えた色合いで、少し紫がかった藤色。 / 鳩羽（はとば）色：鳩の羽のような灰みの青紫に由来する渋い色。 / 納戸色：家の納戸（なんど）の薄暗い青さに由来する濃い青色。,和色名|紫系|紛らわしい|重点,やや難,納戸色,#166A88,,4B 4/6,和色名,藤納戸,#6869A8,,9PB 4.5/7.5,和色名,藤紫,#948BDB,,0.5P 6/9,和色名,鳩羽（はとば）色,#675D7E,,2.5P 4/3.5,和色名,藤納戸,#6869A8,,9PB 4.5/7.5,和色名,TRUE,complete
kanyou_new_009,flower_to_name,晩春に咲く豪華な大輪花の赤紫を配色に加えたい。最もふさわしい慣用色名を選びなさい。,牡丹（ぼたん）色,ばら色,つつじ色,赤紫,牡丹（ぼたん）色,正解は牡丹（ぼたん）色。JIS物体色の慣用色名リストでは、牡丹の花のような鮮やかな赤紫色にちなむ豪華な色。 マンセル値は3RP 5/14。,ばら色：薔薇の花のような華やかな紅色に由来。 / つつじ色：ツツジ（躑躅）の花の鮮やかな紅色にちなむ色名。 / 赤紫：赤と紫の中間にあたる鮮やかな赤紫色で、その中間色であることから命名。,和色名|赤紫系|花由来,標準,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,ばら色,#D34778,,1R 5/13,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,赤紫,#C54EA0,,5RP 5.5/13,和色名,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,TRUE,complete
kanyou_new_010,flower_to_name,春に咲く低木の花のような鮮やかな紅紫を表す色名を選びなさい。,牡丹（ぼたん）色,ばら色,鴇色,つつじ色,つつじ色,正解はつつじ色。JIS物体色の慣用色名リストでは、ツツジ（躑躅）の花の鮮やかな紅色にちなむ色名。 マンセル値は7RP 5/13。 PCCS近似値はlt24。,牡丹（ぼたん）色：牡丹の花のような鮮やかな赤紫色にちなむ豪華な色。 / ばら色：薔薇の花のような華やかな紅色に由来。 / 鴇色：飛翔する朱鷺（トキ）の風切羽根に見られる明るい紅色に由来する色名。,和色名|赤紫系|花由来,標準,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,ばら色,#D34778,,1R 5/13,和色名,鴇色,#F9A1D0,lt24,7RP 7.5/8,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,つつじ色,#CB4B94,lt24,7RP 5/13,和色名,TRUE,complete
kanyou_new_011,flower_to_name,春の代表的な花を思わせる、ごく淡い紅色を加えたい。最もふさわしい色名を選びなさい。,紅梅（こうばい）色,ベビーピンク,桜色,桃色,桜色,正解は桜色。JIS物体色の慣用色名リストでは、桜の花のような淡紅色に由来し、紅花染めでも最も淡い色。 マンセル値は10RP 9/2.5。 PCCS近似値はP24。,桃色：桃の花の色に由来する伝統的な淡紅色。 / 紅梅（こうばい）色：紅梅（紅色の梅）の花の色にちなむ柔らかな紅色です。 / ベビーピンク：欧米の乳幼児の服の色。,和色名|花由来|淡色,標準,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,ベビーピンク,#FFC9D2,p2+,4R 8.5/4,外来色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,桃色,#E38698,,2.5R 6.5/8,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,TRUE,complete
kanyou_new_012,flower_to_name,早春に咲く花木の紅色の花にちなむ柔らかな紅色を選びなさい。,オールドローズ,紅梅（こうばい）色,桃色,桜色,紅梅（こうばい）色,正解は紅梅（こうばい）色。JIS物体色の慣用色名リストでは、紅梅（紅色の梅）の花の色にちなむ柔らかな紅色です。 マンセル値は2.5R 6.5/7.5。,桃色：桃の花の色に由来する伝統的な淡紅色。 / 桜色：桜の花のような淡紅色に由来し、紅花染めでも最も淡い色。 / オールドローズ：灰色がかったローズ色。,和色名|花由来|赤系,標準,オールドローズ,#C97F96,sf2,1R 6/6.5,外来色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,桃色,#E38698,,2.5R 6.5/8,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,TRUE,complete
kanyou_new_013,flower_to_name,果樹の花に由来する伝統的な淡紅色を選びなさい。,桃色,桜色,紅梅（こうばい）色,ピーチ,桃色,正解は桃色。JIS物体色の慣用色名リストでは、桃の花の色に由来する伝統的な淡紅色。 マンセル値は2.5R 6.5/8。,桜色：桜の花のような淡紅色に由来し、紅花染めでも最も淡い色。 / 紅梅（こうばい）色：紅梅（紅色の梅）の花の色にちなむ柔らかな紅色です。 / ピーチ：桃の果肉の色。,和色名|花由来|赤系,標準,桃色,#E38698,,2.5R 6.5/8,和色名,桜色,#FFDBED,P24,10RP 9/2.5,和色名,紅梅（こうばい）色,#E08899,,2.5R 6.5/7.5,和色名,ピーチ,#EBC0AF,P4,3YR 8/3.5,外来色名,桃色,#E38698,,2.5R 6.5/8,和色名,TRUE,complete
kanyou_new_014,flower_to_name,山野に咲く小さな五弁花のような明るい青を加えたい。最もふさわしい色名を選びなさい。,空色,水色,露草色,勿忘草（わすれなぐさ）色,勿忘草（わすれなぐさ）色,正解は勿忘草（わすれなぐさ）色。JIS物体色の慣用色名リストでは、勿忘草（ワスレナグサ）の花のような明るい青色にちなむ色名。 マンセル値は3PB 7/6。,空色：晴れた空のような明るい青色にちなむ色名。 / 水色：澄んだ水を思わせる淡い青色に由来する色名。 / 露草色：露草（ツユクサ）の花から取れる青い染料のような鮮やかな青。,和色名|青系|花由来,標準,空色,#95C0EC,lt16,9B 7.5/5.5,和色名,水色,#A9CEEC,,6B 8/4,和色名,露草色,#3D7CCE,,3PB 5/11,和色名,勿忘草（わすれなぐさ）色,#92AFE4,,3PB 7/6,和色名,勿忘草（わすれなぐさ）色,#92AFE4,,3PB 7/6,和色名,TRUE,complete
kanyou_new_015,flower_to_name,夏から秋に咲く一日花にちなむ、鮮やかな青を選びなさい。,はなだ色,浅葱（あさぎ）色,露草色,勿忘草（わすれなぐさ）色,露草色,正解は露草色。JIS物体色の慣用色名リストでは、露草（ツユクサ）の花から取れる青い染料のような鮮やかな青。 マンセル値は3PB 5/11。,勿忘草（わすれなぐさ）色：勿忘草（ワスレナグサ）の花のような明るい青色にちなむ色名。 / はなだ色：「はなだ」は青色を意味する古語で、古来から伝わる鮮やかな青色。 / 浅葱（あさぎ）色：浅葱（あさつき）の葉のような薄い青緑色にちなむ江戸の代表的な水色。,和色名|青系|花由来|染料,標準,はなだ色,#3C639B,,3PB 4/7.5,和色名,浅葱（あさぎ）色,#0087AA,,2.5B 5/8,和色名,露草色,#3D7CCE,,3PB 5/11,和色名,勿忘草（わすれなぐさ）色,#92AFE4,,3PB 7/6,和色名,露草色,#3D7CCE,,3PB 5/11,和色名,TRUE,complete
kanyou_new_016,flower_to_name,春から初夏にかけて咲く、三色咲きでも知られる園芸植物にちなむ濃紫の外来色名を選びなさい。,ラベンダー,パンジー,バイオレット,ライラック,パンジー,正解はパンジー。JIS物体色の慣用色名リストでは、パンジーの花の色。 マンセル値は1P 2.5/10。,バイオレット：菫の花の色。 / ライラック：ライラック（リラ）の花の色。 / ラベンダー：ラベンダーの花の色。,外来色名|紫系|花由来|重点,やや難,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,パンジー,#40317E,,1P 2.5/10,外来色名,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,ライラック,#C2A2DA,,6P 7/6,外来色名,パンジー,#40317E,,1P 2.5/10,外来色名,TRUE,complete
kanyou_new_017,flower_to_name,スミレ科の花にちなむ外来色名で、鮮やかな青紫を表すものを選びなさい。,バイオレット,パンジー,モーブ,ラベンダー,バイオレット,正解はバイオレット。JIS物体色の慣用色名リストでは、菫の花の色。 マンセル値は2.5P 4/11。 PCCS近似値はV21。,パンジー：パンジーの花の色。 / モーブ：葵の花の色。 / ラベンダー：ラベンダーの花の色。,外来色名|紫系|花由来|重点|誤答類題,やや難,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,パンジー,#40317E,,1P 2.5/10,外来色名,モーブ,#835FA8,V22,5P 4.5/9,外来色名,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,TRUE,complete
kanyou_new_018,flower_to_name,シソ科ハーブの小花にちなむ、淡い紫の外来色名を選びなさい。,ライラック,オーキッド,ヘリオトロープ,ラベンダー,ラベンダー,正解はラベンダー。JIS物体色の慣用色名リストでは、ラベンダーの花の色。 マンセル値は5P 6/3。 PCCS近似値はsf22。,ライラック：ライラック（リラ）の花の色。 / オーキッド：オーキッド＝蘭の花の色。 / ヘリオトロープ：ニオイムラサキの花の色。,外来色名|紫系|花由来|重点,標準,ライラック,#C2A2DA,,6P 7/6,外来色名,オーキッド,#C7A1D7,,7.5P 7/6,外来色名,ヘリオトロープ,#836DC5,,2P 5/10.5,外来色名,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,TRUE,complete
kanyou_new_019,flower_to_name,木犀科の低木リラの花にちなむ淡紫の外来色名を選びなさい。,ウィスタリア,オーキッド,ライラック,ラベンダー,ライラック,正解はライラック。JIS物体色の慣用色名リストでは、ライラック（リラ）の花の色。 マンセル値は6P 7/6。,ラベンダー：ラベンダーの花の色。 / ウィスタリア：ウィスタリア＝藤の花の色。 / オーキッド：オーキッド＝蘭の花の色。,外来色名|紫系|花由来|重点,標準,ウィスタリア,#776ED2,,10PB 5/12,外来色名,オーキッド,#C7A1D7,,7.5P 7/6,外来色名,ライラック,#C2A2DA,,6P 7/6,外来色名,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,ライラック,#C2A2DA,,6P 7/6,外来色名,TRUE,complete
kanyou_new_020,flower_to_name,垂れ下がる花房をつける植物の英語名に由来する外来色名を選びなさい。,ヒヤシンス,ウィスタリア,バイオレット,ライラック,ウィスタリア,正解はウィスタリア。JIS物体色の慣用色名リストでは、ウィスタリア＝藤の花の色。 マンセル値は10PB 5/12。,バイオレット：菫の花の色。 / ライラック：ライラック（リラ）の花の色。 / ヒヤシンス：ヒヤシンスの花の色。,外来色名|紫系|花由来|重点,標準,ヒヤシンス,#7586BB,,5.5PB 5.5/6,外来色名,ウィスタリア,#776ED2,,10PB 5/12,外来色名,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,ライラック,#C2A2DA,,6P 7/6,外来色名,ウィスタリア,#776ED2,,10PB 5/12,外来色名,TRUE,complete
kanyou_new_021,flower_to_name,蘭の花を意味する英名に由来する、紫がかったピンク系の色名を選びなさい。,オーキッド,ライラック,ローズピンク,チェリーピンク,オーキッド,正解はオーキッド。JIS物体色の慣用色名リストでは、オーキッド＝蘭の花の色。 マンセル値は7.5P 7/6。,ライラック：ライラック（リラ）の花の色。 / ローズピンク：薔薇の花の色が由来。 / チェリーピンク：紫みを帯びたチェリー色。,外来色名|紫系|花由来|重点,標準,オーキッド,#C7A1D7,,7.5P 7/6,外来色名,ライラック,#C2A2DA,,6P 7/6,外来色名,ローズピンク,#EF93B6,lt24,10RP 7/8,外来色名,チェリーピンク,#CF61A5,,6RP 5.5/11.5,外来色名,オーキッド,#C7A1D7,,7.5P 7/6,外来色名,TRUE,complete
